GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US42101009801,42101009801,"Census Tract 98.01, Philadelphia County, Pennsylvania",2423,309,534,255,211,146,1678,256,1931,326,431,234,195,147,1305,264,207,75,7,11,0,10,200,75,11,17,0,10,0,10,11,17,274,142,96,68,16,25,162,128
1400000US42101009802,42101009802,"Census Tract 98.02, Philadelphia County, Pennsylvania",6504,557,919,544,348,211,5237,688,5578,573,907,541,308,203,4363,651,425,211,0,14,40,46,385,204,0,14,0,14,0,14,0,14,501,256,12,19,0,14,489,253
1400000US42101010000,42101010000,"Census Tract 100, Philadelphia County, Pennsylvania",4481,426,1269,361,624,325,2588,471,3419,384,886,309,557,304,1976,386,410,151,71,75,10,15,329,134,19,25,0,10,0,10,19,25,633,284,312,267,57,54,264,128
1400000US42101010100,42101010100,"Census Tract 101, Philadelphia County, Pennsylvania",6561,1025,2052,915,929,546,3580,765,4824,1015,1721,867,651,455,2452,657,1330,330,331,169,278,191,721,254,45,58,0,14,0,14,45,58,362,365,0,14,0,14,362,365
1400000US42101010200,42101010200,"Census Tract 102, Philadelphia County, Pennsylvania",2866,382,1237,332,661,277,968,352,2474,393,1103,316,533,250,838,352,326,122,115,79,81,71,130,80,42,67,19,52,23,36,0,10,24,37,0,10,24,37,0,10
1400000US42101010300,42101010300,"Census Tract 103, Philadelphia County, Pennsylvania",2538,333,920,312,321,208,1297,308,2090,320,833,301,230,204,1027,266,273,101,72,61,76,56,125,77,19,30,0,10,0,10,19,30,156,114,15,18,15,24,126,118
1400000US42101010400,42101010400,"Census Tract 104, Philadelphia County, Pennsylvania",3680,562,1268,449,732,385,1680,392,2957,574,1033,433,641,370,1283,357,553,174,114,79,91,71,348,150,21,25,21,25,0,10,0,10,149,135,100,79,0,10,49,65
1400000US42101010500,42101010500,"Census Tract 105, Philadelphia County, Pennsylvania",3596,373,1592,474,833,348,1171,333,2873,381,1402,457,541,288,930,308,538,113,190,76,212,93,136,60,30,46,0,10,30,46,0,10,155,107,0,10,50,55,105,102
1400000US42101010600,42101010600,"Census Tract 106, Philadelphia County, Pennsylvania",1466,280,807,251,309,178,350,122,1202,303,674,255,252,176,276,118,161,69,41,23,57,51,63,33,0,10,0,10,0,10,0,10,103,75,92,72,0,10,11,11
1400000US42101010700,42101010700,"Census Tract 107, Philadelphia County, Pennsylvania",3229,480,1578,449,683,298,968,331,2822,408,1389,394,545,240,888,316,370,172,166,118,138,122,66,48,37,44,23,38,0,10,14,21,0,10,0,10,0,10,0,10
1400000US42101010800,42101010800,"Census Tract 108, Philadelphia County, Pennsylvania",3936,445,2351,515,379,182,1206,363,3216,428,2087,490,320,180,809,346,587,135,264,108,59,68,264,101,0,10,0,10,0,10,0,10,133,108,0,10,0,10,133,108
1400000US42101010900,42101010900,"Census Tract 109, Philadelphia County, Pennsylvania",2492,270,1363,279,373,194,756,186,1745,243,824,224,284,166,637,174,570,161,400,137,73,44,97,47,27,26,4,6,12,18,11,17,150,76,135,75,4,7,11,13
1400000US42101011000,42101011000,"Census Tract 110, Philadelphia County, Pennsylvania",3545,574,1657,504,355,197,1533,360,2758,542,1417,497,314,192,1027,275,614,245,132,100,30,20,452,220,31,40,21,34,0,10,10,17,142,132,87,118,11,17,44,42
1400000US42101011100,42101011100,"Census Tract 111, Philadelphia County, Pennsylvania",3234,403,1589,506,360,155,1285,359,2543,361,1217,417,239,133,1087,346,589,189,291,160,121,61,177,83,18,28,18,28,0,10,0,10,84,61,63,54,0,10,21,22
1400000US42101011200,42101011200,"Census Tract 112, Philadelphia County, Pennsylvania",4713,736,1454,638,675,329,2584,741,4005,705,1347,638,493,279,2165,681,635,135,94,79,134,64,407,138,0,10,0,10,0,10,0,10,73,78,13,21,48,69,12,25
1400000US42101011300,42101011300,"Census Tract 113, Philadelphia County, Pennsylvania",2912,499,1204,356,277,165,1431,365,2327,456,1049,318,211,153,1067,334,524,154,111,83,59,49,354,139,0,10,0,10,0,10,0,10,61,70,44,66,7,12,10,16
1400000US42101011400,42101011400,"Census Tract 114, Philadelphia County, Pennsylvania",7325,949,1638,583,896,766,4791,803,5586,965,1329,524,613,510,3644,806,1065,277,179,139,274,289,612,197,92,94,23,36,0,14,69,84,582,358,107,121,9,20,466,330
1400000US42101011500,42101011500,"Census Tract 115, Philadelphia County, Pennsylvania",4686,384,822,403,712,349,3152,373,3459,414,633,377,455,256,2371,359,758,200,73,48,115,110,570,171,28,35,22,34,0,10,6,10,441,200,94,82,142,144,205,106
1400000US42101011700,42101011700,"Census Tract 117, Philadelphia County, Pennsylvania",998,105,242,89,30,25,726,84,634,108,78,57,25,24,531,89,286,95,131,78,5,7,150,47,3,11,3,11,0,10,0,10,75,32,30,31,0,10,45,20
1400000US42101011800,42101011800,"Census Tract 118, Philadelphia County, Pennsylvania",5894,695,914,388,579,339,4401,700,4456,646,609,305,402,286,3445,622,854,212,117,85,141,101,596,177,246,170,134,149,23,36,89,103,338,194,54,83,13,21,271,182
1400000US42101011900,42101011900,"Census Tract 119, Philadelphia County, Pennsylvania",4247,549,1314,415,258,189,2675,526,3317,546,947,310,191,169,2179,508,673,250,290,208,67,72,316,127,0,10,0,10,0,10,0,10,257,183,77,73,0,10,180,170
1400000US42101012000,42101012000,"Census Tract 120, Philadelphia County, Pennsylvania",1435,157,212,77,91,58,1132,150,882,139,141,68,43,39,698,124,355,82,51,37,0,10,304,72,27,36,0,10,23,35,4,7,171,72,20,24,25,34,126,58
1400000US42101012100,42101012100,"Census Tract 121, Philadelphia County, Pennsylvania",2561,252,775,267,130,72,1656,291,1694,252,385,223,87,59,1222,270,436,118,183,69,9,14,244,93,53,51,17,22,0,10,36,46,378,165,190,130,34,43,154,93
1400000US42101012201,42101012201,"Census Tract 122.01, Philadelphia County, Pennsylvania",3157,390,1558,406,205,155,1394,361,1099,225,467,182,28,32,604,222,942,295,305,190,115,137,522,209,96,84,83,82,0,10,13,20,1020,302,703,271,62,64,255,173
1400000US42101012203,42101012203,"Census Tract 122.03, Philadelphia County, Pennsylvania",777,198,240,98,29,34,508,176,315,109,106,60,23,28,186,90,241,120,84,61,0,10,157,108,6,9,0,10,0,10,6,9,215,113,50,35,6,10,159,99
1400000US42101012204,42101012204,"Census Tract 122.04, Philadelphia County, Pennsylvania",3052,280,672,195,154,82,2226,288,2138,333,467,195,67,43,1604,298,647,164,104,56,79,67,464,138,0,10,0,10,0,10,0,10,267,93,101,80,8,13,158,72
1400000US42101012500,42101012500,"Census Tract 125, Philadelphia County, Pennsylvania",5080,491,766,286,274,164,4040,433,2455,457,356,199,73,73,2026,378,1980,336,339,200,161,146,1480,260,38,37,9,14,0,14,29,33,607,239,62,51,40,52,505,215
1400000US42101013100,42101013100,"Census Tract 131, Philadelphia County, Pennsylvania",1492,149,367,118,323,163,802,205,1008,156,257,114,272,147,479,190,326,83,103,48,30,25,193,61,16,17,7,11,0,10,9,13,142,56,0,10,21,29,121,62
1400000US42101013200,42101013200,"Census Tract 132, Philadelphia County, Pennsylvania",2756,324,917,265,509,259,1330,293,2098,291,608,210,396,253,1094,296,504,207,252,143,113,74,139,69,58,49,17,22,0,10,41,46,96,62,40,35,0,10,56,48
1400000US42101013300,42101013300,"Census Tract 133, Philadelphia County, Pennsylvania",3517,348,1256,377,370,231,1891,310,2287,309,896,310,321,232,1070,232,884,184,265,140,49,35,570,130,97,63,49,56,0,10,48,38,249,119,46,39,0,10,203,108
1400000US42101013401,42101013401,"Census Tract 134.01, Philadelphia County, Pennsylvania",2272,203,149,71,30,29,2093,194,1181,181,76,44,20,25,1085,179,909,172,60,56,0,10,849,175,10,15,0,10,0,10,10,15,172,88,13,21,10,15,149,86
1400000US42101013402,42101013402,"Census Tract 134.02, Philadelphia County, Pennsylvania",2753,287,250,126,152,128,2351,296,1639,257,143,94,73,75,1423,276,803,171,67,75,8,14,728,171,161,105,40,53,55,76,66,44,150,68,0,10,16,25,134,67
1400000US42101013500,42101013500,"Census Tract 135, Philadelphia County, Pennsylvania",3658,391,613,292,192,147,2853,368,2441,399,508,302,156,133,1777,327,832,147,90,53,28,28,714,135,127,85,15,19,0,10,112,86,258,202,0,10,8,12,250,202
1400000US42101013601,42101013601,"Census Tract 136.01, Philadelphia County, Pennsylvania",2827,353,94,85,77,47,2656,295,1416,286,75,82,42,34,1299,221,1058,159,10,17,16,26,1032,151,11,18,0,10,0,10,11,18,342,125,9,14,19,27,314,125
1400000US42101013602,42101013602,"Census Tract 136.02, Philadelphia County, Pennsylvania",3826,385,521,383,212,117,3093,293,2437,407,413,364,128,99,1896,258,999,154,108,82,84,53,807,160,9,14,0,10,0,10,9,14,381,115,0,10,0,10,381,115
1400000US42101013700,42101013700,"Census Tract 137, Philadelphia County, Pennsylvania",4863,620,1472,418,275,165,3116,652,3235,681,1036,317,69,67,2130,653,1491,378,372,157,206,127,913,311,44,46,0,10,0,10,44,46,93,85,64,80,0,10,29,35
1400000US42101013800,42101013800,"Census Tract 138, Philadelphia County, Pennsylvania",2249,292,630,193,331,176,1288,294,1798,227,567,189,278,163,953,245,398,240,44,32,30,23,324,237,19,23,19,23,0,10,0,10,34,40,0,10,23,38,11,12
1400000US42101013900,42101013900,"Census Tract 139, Philadelphia County, Pennsylvania",2774,462,1458,477,334,219,982,311,2179,444,1231,446,240,209,708,246,535,162,218,104,94,68,223,128,0,10,0,10,0,10,0,10,60,53,9,16,0,10,51,51
1400000US42101014000,42101014000,"Census Tract 140, Philadelphia County, Pennsylvania",2940,394,1244,356,427,246,1269,323,1921,313,699,247,336,226,886,286,606,193,290,137,30,30,286,113,17,27,17,27,0,10,0,10,396,201,238,130,61,79,97,129
1400000US42101014100,42101014100,"Census Tract 141, Philadelphia County, Pennsylvania",2149,293,724,242,489,272,936,272,1521,303,510,225,322,206,689,247,306,115,88,56,78,52,140,76,106,75,106,75,0,10,0,10,216,113,20,22,89,89,107,73
1400000US42101014200,42101014200,"Census Tract 142, Philadelphia County, Pennsylvania",3800,388,266,136,79,58,3455,380,1763,330,128,102,53,39,1582,315,1620,260,100,57,18,20,1502,263,117,104,25,41,8,13,84,66,300,118,13,19,0,10,287,117
1400000US42101014300,42101014300,"Census Tract 143, Philadelphia County, Pennsylvania",1454,162,152,65,158,66,1144,147,869,160,101,52,84,44,684,148,416,99,40,26,53,33,323,82,14,19,11,18,0,10,3,5,155,89,0,10,21,26,134,85
1400000US42101014400,42101014400,"Census Tract 144, Philadelphia County, Pennsylvania",3540,529,1078,355,835,391,1627,274,2001,449,721,350,540,295,740,192,857,227,129,74,134,100,594,171,217,77,94,46,38,35,85,54,465,288,134,91,123,160,208,124
1400000US42101014500,42101014500,"Census Tract 145, Philadelphia County, Pennsylvania",1676,165,473,139,311,169,892,252,1255,181,314,130,243,162,698,239,181,75,69,46,27,24,85,49,182,82,68,31,13,20,101,72,58,40,22,18,28,34,8,12
1400000US42101014600,42101014600,"Census Tract 146, Philadelphia County, Pennsylvania",2255,310,635,203,189,92,1431,302,1590,285,357,159,76,52,1157,292,499,113,135,86,113,59,251,73,58,74,58,74,0,10,0,10,108,70,85,62,0,10,23,27
1400000US42101014700,42101014700,"Census Tract 147, Philadelphia County, Pennsylvania",2545,411,1565,413,217,213,763,307,1525,336,993,336,192,201,340,162,714,285,447,186,17,19,250,187,0,10,0,10,0,10,0,10,306,185,125,108,8,12,173,156
1400000US42101014800,42101014800,"Census Tract 148, Philadelphia County, Pennsylvania",1043,179,338,132,102,74,603,209,768,178,160,93,37,59,571,204,211,78,131,65,55,39,25,18,2,5,2,5,0,10,0,10,62,42,45,38,10,15,7,11
1400000US42101014900,42101014900,"Census Tract 149, Philadelphia County, Pennsylvania",3423,467,1201,382,564,246,1658,359,2766,461,1081,388,488,242,1197,288,458,140,120,58,76,64,262,115,31,35,0,10,0,10,31,35,168,136,0,10,0,10,168,136
1400000US42101015101,42101015101,"Census Tract 151.01, Philadelphia County, Pennsylvania",2061,398,1037,374,272,179,752,257,1792,390,1022,372,220,168,550,217,264,114,10,11,52,61,202,97,0,10,0,10,0,10,0,10,5,8,5,8,0,10,0,10
1400000US42101015102,42101015102,"Census Tract 151.02, Philadelphia County, Pennsylvania",3324,412,1602,386,677,362,1045,299,2606,418,1357,346,494,288,755,257,505,141,210,98,76,68,219,93,2,9,2,9,0,10,0,10,211,220,33,42,107,175,71,118
1400000US42101015200,42101015200,"Census Tract 152, Philadelphia County, Pennsylvania",5824,833,3321,877,946,437,1557,560,4628,895,2616,885,784,369,1228,480,1074,548,583,511,162,99,329,257,26,59,26,59,0,14,0,14,96,116,96,116,0,14,0,14
1400000US42101015300,42101015300,"Census Tract 153, Philadelphia County, Pennsylvania",3366,490,2211,380,261,120,894,296,2583,397,1656,301,162,111,765,277,596,170,425,151,78,56,93,59,9,14,0,10,0,10,9,14,178,120,130,106,21,34,27,44
1400000US42101015600,42101015600,"Census Tract 156, Philadelphia County, Pennsylvania",1986,263,1005,208,321,211,660,210,1230,259,687,189,193,182,350,165,251,96,71,44,53,41,127,78,425,101,221,63,53,59,151,71,80,60,26,28,22,32,32,30
1400000US42101015700,42101015700,"Census Tract 157, Philadelphia County, Pennsylvania",2564,346,703,232,362,136,1499,310,1371,265,238,95,228,128,905,260,423,173,124,70,50,43,249,108,338,145,129,94,35,35,174,82,432,212,212,153,49,56,171,89
1400000US42101015800,42101015800,"Census Tract 158, Philadelphia County, Pennsylvania",5937,622,1201,481,452,238,4284,535,4210,637,1080,472,298,210,2832,492,1366,322,61,51,74,56,1231,317,70,58,17,27,14,24,39,45,291,165,43,52,66,73,182,125
1400000US42101016000,42101016000,"Census Tract 160, Philadelphia County, Pennsylvania",6695,812,983,290,1018,606,4694,807,5318,783,800,242,922,588,3596,731,1071,307,148,124,25,29,898,291,118,104,35,43,0,14,83,92,188,137,0,14,71,102,117,99
1400000US42101016100,42101016100,"Census Tract 161, Philadelphia County, Pennsylvania",5063,633,1530,445,712,323,2821,621,3003,474,858,320,436,271,1709,463,705,189,188,87,37,49,480,179,455,251,236,153,78,84,141,98,900,255,248,148,161,139,491,191
1400000US42101016200,42101016200,"Census Tract 162, Philadelphia County, Pennsylvania",2278,358,1280,314,238,105,760,219,1284,294,851,270,86,51,347,129,287,129,79,46,96,82,112,78,555,121,239,91,56,34,260,84,152,81,111,66,0,10,41,36
1400000US42101016300,42101016300,"Census Tract 163, Philadelphia County, Pennsylvania",3558,456,2235,449,552,301,771,316,1700,367,1085,303,233,140,382,217,379,200,271,185,11,16,97,100,958,258,619,218,183,145,156,96,521,202,260,164,125,148,136,102
1400000US42101016400,42101016400,"Census Tract 164, Philadelphia County, Pennsylvania",4567,571,2357,518,356,236,1854,454,2921,557,1510,525,257,208,1154,381,632,223,351,171,36,43,245,143,858,209,437,131,63,56,358,198,156,104,59,49,0,10,97,89
1400000US42101016500,42101016500,"Census Tract 165, Philadelphia County, Pennsylvania",2251,448,1395,406,233,207,623,160,1923,429,1242,392,197,175,484,149,254,98,122,62,16,14,116,71,47,46,27,37,20,38,0,10,27,47,4,7,0,10,23,46
1400000US42101016600,42101016600,"Census Tract 166, Philadelphia County, Pennsylvania",1562,298,770,250,187,110,605,223,1092,229,501,181,166,110,425,164,336,98,198,98,16,24,122,67,23,30,5,13,0,10,18,27,111,119,66,97,5,9,40,64
1400000US42101016701,42101016701,"Census Tract 167.01, Philadelphia County, Pennsylvania",3000,467,1357,412,279,169,1364,357,2438,415,1147,370,205,159,1086,326,440,154,149,126,46,48,245,125,73,94,61,94,0,10,12,19,49,54,0,10,28,42,21,32
1400000US42101016702,42101016702,"Census Tract 167.02, Philadelphia County, Pennsylvania",3129,555,1335,512,572,395,1222,351,2702,507,1113,448,543,392,1046,325,309,117,131,69,29,26,149,96,0,10,0,10,0,10,0,10,118,121,91,118,0,10,27,33
1400000US42101016800,42101016800,"Census Tract 168, Philadelphia County, Pennsylvania",3927,548,1546,459,541,271,1840,429,3326,529,1313,450,484,268,1529,404,546,131,209,83,57,48,280,101,38,49,7,12,0,10,31,47,17,31,17,31,0,10,0,10
1400000US42101016901,42101016901,"Census Tract 169.01, Philadelphia County, Pennsylvania",3433,469,1240,527,384,190,1809,434,3123,454,1162,506,334,183,1627,419,299,99,78,69,50,35,171,76,0,10,0,10,0,10,0,10,11,17,0,10,0,10,11,17
1400000US42101016902,42101016902,"Census Tract 169.02, Philadelphia County, Pennsylvania",5909,958,2262,775,1287,585,2360,707,4653,824,1842,675,1120,585,1691,462,1145,408,390,217,167,103,588,342,61,65,30,48,0,14,31,46,50,76,0,14,0,14,50,76
1400000US42101017000,42101017000,"Census Tract 170, Philadelphia County, Pennsylvania",2988,394,771,314,577,299,1640,349,2286,431,638,299,433,274,1215,354,606,169,104,70,132,89,370,121,27,29,14,22,0,10,13,19,69,48,15,22,12,19,42,36
1400000US42101017100,42101017100,"Census Tract 171, Philadelphia County, Pennsylvania",4241,392,1004,362,778,235,2459,447,3363,347,762,316,617,229,1984,390,790,165,214,107,152,86,424,127,0,10,0,10,0,10,0,10,88,83,28,44,9,14,51,68
1400000US42101017201,42101017201,"Census Tract 172.01, Philadelphia County, Pennsylvania",3516,441,1602,558,434,213,1480,417,2939,439,1430,542,291,174,1218,415,575,133,170,80,143,74,262,95,0,10,0,10,0,10,0,10,2,10,2,10,0,10,0,10
1400000US42101017202,42101017202,"Census Tract 172.02, Philadelphia County, Pennsylvania",3374,507,1517,524,489,196,1368,337,2739,505,1244,485,396,158,1099,303,445,108,159,81,93,76,193,78,0,10,0,10,0,10,0,10,190,177,114,146,0,10,76,99
1400000US42101017300,42101017300,"Census Tract 173, Philadelphia County, Pennsylvania",2981,445,1205,417,526,290,1250,261,2268,457,887,393,449,284,932,263,671,249,297,165,77,53,297,178,25,26,14,19,0,10,11,17,17,19,7,10,0,10,10,16
1400000US42101017400,42101017400,"Census Tract 174, Philadelphia County, Pennsylvania",2007,269,1063,313,317,145,627,205,1511,254,827,261,237,122,447,148,416,136,176,80,80,42,160,118,60,76,60,76,0,10,0,10,20,25,0,10,0,10,20,25
1400000US42101017500,42101017500,"Census Tract 175, Philadelphia County, Pennsylvania",7074,759,4420,943,886,400,1768,547,4394,673,2657,726,651,358,1086,415,971,361,600,273,30,34,341,266,1501,441,1071,384,205,110,225,135,208,161,92,90,0,14,116,138
1400000US42101017601,42101017601,"Census Tract 176.01, Philadelphia County, Pennsylvania",6034,682,3638,737,426,184,1970,464,2105,471,1413,414,107,86,585,241,891,282,496,232,38,42,357,185,2405,440,1351,399,261,134,793,302,633,264,378,197,20,32,235,187
1400000US42101017602,42101017602,"Census Tract 176.02, Philadelphia County, Pennsylvania",4320,431,2796,533,688,281,836,282,2346,355,1661,394,332,139,353,164,418,151,213,95,130,103,75,50,1258,290,809,303,97,81,352,180,298,145,113,73,129,120,56,49
1400000US42101017701,42101017701,"Census Tract 177.01, Philadelphia County, Pennsylvania",3919,741,1606,621,1030,462,1283,523,2063,596,1012,429,419,241,632,281,479,194,210,160,107,99,162,105,531,251,148,87,179,132,204,205,846,515,236,259,325,429,285,232
1400000US42101017702,42101017702,"Census Tract 177.02, Philadelphia County, Pennsylvania",5749,690,3761,745,1079,366,909,308,3145,609,2171,612,674,323,300,192,645,269,397,232,58,62,190,149,1420,286,873,264,274,147,273,155,539,221,320,174,73,72,146,96
1400000US42101017800,42101017800,"Census Tract 178, Philadelphia County, Pennsylvania",5642,618,3154,647,852,433,1636,521,3571,546,1788,468,662,356,1121,436,631,287,342,211,55,73,234,138,833,324,504,279,135,166,194,105,607,363,520,354,0,14,87,73
1400000US42101017900,42101017900,"Census Tract 179, Philadelphia County, Pennsylvania",6858,1059,2481,889,846,556,3531,793,4852,910,1635,713,702,549,2515,699,931,399,299,241,58,68,574,315,672,320,298,246,0,14,374,194,403,193,249,167,86,97,68,63
1400000US42101018001,42101018001,"Census Tract 180.01, Philadelphia County, Pennsylvania",2567,312,416,270,224,143,1927,314,2201,310,354,273,153,126,1694,290,286,108,59,59,30,37,197,89,1,3,1,3,0,10,0,10,79,64,2,4,41,47,36,46
1400000US42101018002,42101018002,"Census Tract 180.02, Philadelphia County, Pennsylvania",5430,635,1161,490,577,303,3692,651,4085,654,899,480,391,198,2795,560,392,199,71,59,66,57,255,140,60,90,0,14,0,14,60,90,893,413,191,145,120,211,582,336
1400000US42101018300,42101018300,"Census Tract 183, Philadelphia County, Pennsylvania",3818,288,534,257,377,262,2907,390,3490,311,513,254,307,241,2670,393,220,95,0,10,31,34,189,95,22,36,0,10,22,36,0,10,86,65,21,23,17,25,48,50
1400000US42101018400,42101018400,"Census Tract 184, Philadelphia County, Pennsylvania",2471,340,318,107,115,75,2038,350,2047,316,254,96,64,37,1729,293,290,121,34,30,51,67,205,106,48,36,15,16,0,10,33,34,86,76,15,22,0,10,71,72
1400000US42101018800,42101018800,"Census Tract 188, Philadelphia County, Pennsylvania",9104,1008,5201,1217,1250,515,2653,588,6173,933,3606,946,697,360,1870,583,1179,471,644,426,292,187,243,155,1189,612,797,546,203,222,189,165,563,379,154,167,58,70,351,289
1400000US42101019000,42101019000,"Census Tract 190, Philadelphia County, Pennsylvania",7900,833,2986,1005,1600,699,3314,730,5490,784,2341,823,977,543,2172,590,709,238,222,177,117,97,370,146,1004,314,272,162,238,228,494,212,697,305,151,134,268,206,278,207
1400000US42101019100,42101019100,"Census Tract 191, Philadelphia County, Pennsylvania",8424,981,2740,816,1561,653,4123,769,4515,726,1596,644,661,393,2258,528,802,308,124,108,81,87,597,302,1344,400,324,175,413,296,607,250,1763,534,696,330,406,263,661,271
1400000US42101019200,42101019200,"Census Tract 192, Philadelphia County, Pennsylvania",9464,1081,4695,1123,1524,876,3245,938,5415,995,2458,767,1062,664,1895,794,1052,357,534,368,118,96,400,183,2087,647,1107,525,344,315,636,313,910,577,596,549,0,14,314,286
1400000US42101019501,42101019501,"Census Tract 195.01, Philadelphia County, Pennsylvania",4686,796,2761,558,974,831,951,356,2494,864,1357,435,705,818,432,300,360,142,223,128,76,76,61,49,1385,451,1030,402,185,129,170,142,447,264,151,108,8,12,288,230
1400000US42101019502,42101019502,"Census Tract 195.02, Philadelphia County, Pennsylvania",3266,575,1812,641,339,255,1115,493,1648,490,1081,469,107,173,460,262,472,222,209,201,77,93,186,100,765,311,277,165,81,76,407,305,381,182,245,167,74,98,62,65
1400000US42101019700,42101019700,"Census Tract 197, Philadelphia County, Pennsylvania",7096,749,3370,1005,1507,508,2219,811,4289,647,2068,744,847,409,1374,573,473,212,275,175,59,41,139,119,1543,428,761,339,387,206,395,227,791,351,266,119,214,130,311,355
1400000US42101019800,42101019800,"Census Tract 198, Philadelphia County, Pennsylvania",6992,807,3533,786,1088,397,2371,490,4021,618,2158,629,584,261,1279,359,670,225,223,109,132,116,315,183,1575,387,820,287,232,133,523,227,726,292,332,168,140,102,254,186
1400000US42101019900,42101019900,"Census Tract 199, Philadelphia County, Pennsylvania",4411,695,2321,573,582,362,1508,445,2545,520,1314,432,334,290,897,221,635,278,303,154,46,43,286,227,1066,342,636,273,157,130,273,192,165,82,68,66,45,59,52,45
1400000US42101020000,42101020000,"Census Tract 200, Philadelphia County, Pennsylvania",1267,191,518,201,120,97,629,166,907,206,386,183,104,95,417,151,112,67,35,21,4,6,73,64,53,48,42,47,6,8,5,8,195,96,55,57,6,9,134,82
1400000US42101020101,42101020101,"Census Tract 201.01, Philadelphia County, Pennsylvania",3897,577,1452,464,466,222,1979,661,3387,578,1184,457,370,193,1833,659,377,104,167,73,96,74,114,70,8,19,8,19,0,10,0,10,125,124,93,120,0,10,32,38
1400000US42101020102,42101020102,"Census Tract 201.02, Philadelphia County, Pennsylvania",3259,475,1134,582,247,140,1878,481,2690,399,870,482,162,103,1658,488,488,160,183,113,85,65,220,106,81,131,81,131,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42101020200,42101020200,"Census Tract 202, Philadelphia County, Pennsylvania",4643,897,1469,523,856,401,2318,816,3806,946,1014,486,675,328,2117,804,811,246,455,209,181,129,175,104,26,41,0,10,0,10,26,41,0,10,0,10,0,10,0,10
1400000US42101020300,42101020300,"Census Tract 203, Philadelphia County, Pennsylvania",2747,400,1233,369,461,264,1053,282,2283,406,1090,350,398,258,795,252,401,97,85,57,63,49,253,99,6,9,6,9,0,10,0,10,57,59,52,53,0,10,5,13
1400000US42101020400,42101020400,"Census Tract 204, Philadelphia County, Pennsylvania",2497,466,799,344,449,222,1249,325,1981,441,674,325,326,186,981,307,453,124,89,52,123,82,241,95,0,10,0,10,0,10,0,10,63,56,36,38,0,10,27,42
1400000US42101020500,42101020500,"Census Tract 205, Philadelphia County, Pennsylvania",2763,324,767,219,565,302,1431,399,2143,314,526,199,512,290,1105,350,477,145,153,89,53,43,271,140,18,20,0,10,0,10,18,20,125,108,88,90,0,10,37,55
1400000US42101020600,42101020600,"Census Tract 206, Philadelphia County, Pennsylvania",1562,219,390,114,43,44,1129,218,898,202,193,106,7,10,698,192,408,81,154,56,7,10,247,65,21,17,5,8,0,10,16,15,235,80,38,28,29,27,168,75
1400000US42101020700,42101020700,"Census Tract 207, Philadelphia County, Pennsylvania",5246,540,686,340,232,111,4328,585,3735,526,425,246,145,103,3165,519,1156,257,171,140,74,89,911,241,54,52,0,14,0,14,54,52,301,153,90,101,13,21,198,116
1400000US42101020800,42101020800,"Census Tract 208, Philadelphia County, Pennsylvania",1875,217,489,125,72,50,1314,205,970,192,125,64,27,34,818,175,573,142,234,92,27,24,312,112,47,50,28,45,0,10,19,21,285,139,102,72,18,24,165,110
1400000US42101020900,42101020900,"Census Tract 209, Philadelphia County, Pennsylvania",2926,315,357,148,212,155,2357,274,1880,261,288,141,119,94,1473,233,925,191,60,44,74,81,791,206,11,20,0,10,0,10,11,20,110,57,9,15,19,23,82,55
1400000US42101021000,42101021000,"Census Tract 210, Philadelphia County, Pennsylvania",5089,545,1007,410,230,157,3852,468,4106,567,840,388,199,137,3067,466,782,229,146,83,20,31,616,212,14,22,0,14,0,14,14,22,187,87,21,24,11,17,155,86
1400000US42101021100,42101021100,"Census Tract 211, Philadelphia County, Pennsylvania",2495,163,293,150,73,65,2129,220,1822,214,220,147,8,14,1594,227,450,122,56,38,29,25,365,110,7,12,0,10,0,10,7,12,216,101,17,27,36,56,163,85
1400000US42101021200,42101021200,"Census Tract 212, Philadelphia County, Pennsylvania",2553,261,201,122,110,70,2242,278,1853,172,117,79,99,69,1637,194,512,237,61,69,11,18,440,232,31,23,0,10,0,10,31,23,157,97,23,25,0,10,134,95
1400000US42101021300,42101021300,"Census Tract 213, Philadelphia County, Pennsylvania",3741,413,383,185,117,96,3241,482,2851,402,303,167,92,92,2456,462,711,256,70,54,25,23,616,242,16,19,0,10,0,10,16,19,163,97,10,17,0,10,153,95
1400000US42101021400,42101021400,"Census Tract 214, Philadelphia County, Pennsylvania",4279,532,857,342,447,189,2975,487,2923,469,663,304,282,106,1978,429,1213,232,194,106,105,86,914,243,35,48,0,10,29,47,6,9,108,110,0,10,31,36,77,104
